Vendedor,Mês,QuantidadeVendida,ValorVendido,TipoPagamento,Parcelas
Vicente Cavalcanti,Novembro,27,46825.84,Dinheiro,
Clarice Porto,Julho,40,17664.6,Dinheiro,
Enzo Santos,Setembro,29,24097.78,Cartão de Crédito,2
Enzo Santos,Outubro,1,1198.08,Dinheiro,
Sarah Viana,Dezembro,33,20182.0,Dinheiro,
Clarice Porto,Junho,3,5875.93,Dinheiro,
Alice da Paz,Dezembro,24,7560.3,PIX,
Samuel Pereira,Fevereiro,10,14873.52,Dinheiro,
Sr. Bryan Nascimento,Maio,30,32466.12,Dinheiro,
João Gabriel Monteiro,Outubro,6,3395.64,Dinheiro,
Samuel Pereira,Novembro,43,10679.29,Dinheiro,
Dra. Pietra Viana,Outubro,20,25295.49,PIX,
Dra. Pietra Viana,Janeiro,31,29842.65,PIX,
Clarice Porto,Dezembro,22,19798.47,PIX,
Nicolas Pereira,Março,3,4261.79,Dinheiro,
Samuel Pereira,Maio,47,74802.42,PIX,
Ana Sophia Araújo,Novembro,31,37152.51,Dinheiro,
Ana Sophia Araújo,Novembro,19,31101.14,Dinheiro,
Ana Sophia Araújo,Maio,32,8216.62,Dinheiro,
Sra. Elisa das Neves,Maio,17,5981.0,PIX,
Nicolas Pereira,Maio,1,1508.72,Dinheiro,
Vicente Cavalcanti,Outubro,48,18583.57,PIX,
Antônio Carvalho,Março,17,26975.64,Cartão de Crédito,4
Vicente Cavalcanti,Setembro,3,2254.23,Cartão de Crédito,2
Clarice Porto,Março,32,48967.89,PIX,
Dr. Davi Lucas da Rosa,Julho,16,21684.29,Dinheiro,
Emilly Almeida,Março,14,16768.35,PIX,
Ana Sophia Araújo,Novembro,17,26102.13,Cartão de Crédito,1
Vicente Cavalcanti,Agosto,26,26125.86,PIX,
Samuel Pereira,Setembro,15,12324.32,Dinheiro,
Enzo Santos,Agosto,17,6388.34,PIX,
Ana Sophia Araújo,Maio,29,23948.43,PIX,
Dra. Pietra Viana,Novembro,3,854.98,Dinheiro,
Emilly Almeida,Junho,28,35277.83,Dinheiro,
Sr. Bryan Nascimento,Maio,22,13499.63,Cartão de Crédito,3
Emilly Almeida,Outubro,26,25378.76,Dinheiro,
Samuel Pereira,Abril,47,64699.76,Cartão de Crédito,6
Antônio Carvalho,Novembro,45,89419.87,PIX,
Dra. Pietra Viana,Janeiro,44,5108.61,Cartão de Crédito,1
Enzo Santos,Fevereiro,34,10112.41,PIX,
Antônio Carvalho,Abril,47,29998.42,Cartão de Crédito,1
Ana Sophia Araújo,Outubro,6,1248.45,Dinheiro,
Emilly Almeida,Abril,39,51181.94,Dinheiro,
Sra. Elisa das Neves,Fevereiro,39,13526.13,Dinheiro,
Dr. Davi Lucas da Rosa,Novembro,37,60164.96,Cartão de Crédito,1
Samuel Pereira,Março,17,11214.57,Dinheiro,
João Gabriel Monteiro,Fevereiro,41,39423.27,PIX,
Dr. Davi Lucas da Rosa,Julho,45,81739.97,PIX,
Nicolas Pereira,Março,50,12029.72,Cartão de Crédito,4
Enzo Santos,Junho,4,2362.61,PIX,
Vicente Cavalcanti,Agosto,5,5171.36,Cartão de Crédito,6
Enzo Santos,Março,42,43466.17,Cartão de Crédito,6
Dr. Davi Lucas da Rosa,Julho,14,17731.5,Cartão de Crédito,4
Samuel Pereira,Maio,7,1163.65,Cartão de Crédito,6
Samuel Pereira,Maio,50,47358.79,PIX,
Vicente Cavalcanti,Novembro,41,4167.59,Cartão de Crédito,12
Enzo Santos,Maio,10,14301.05,PIX,
Clarice Porto,Janeiro,33,47666.87,PIX,
Alice da Paz,Julho,26,44296.03,Cartão de Crédito,6
Sarah Viana,Janeiro,25,47822.38,PIX,
Sra. Elisa das Neves,Outubro,35,65680.31,PIX,
Antônio Carvalho,Novembro,20,17223.36,Dinheiro,
Emilly Almeida,Fevereiro,24,26778.96,PIX,
Sra. Elisa das Neves,Agosto,49,76261.9,Dinheiro,
Sarah Viana,Março,36,6290.25,PIX,
Emilly Almeida,Abril,20,28443.53,Cartão de Crédito,12
Samuel Pereira,Junho,32,8359.64,Dinheiro,
Alice da Paz,Dezembro,13,4756.59,Cartão de Crédito,1
Samuel Pereira,Outubro,16,16472.67,Cartão de Crédito,6
Emilly Almeida,Maio,32,35663.55,PIX,
Ana Sophia Araújo,Janeiro,22,4543.08,Dinheiro,
Ana Sophia Araújo,Julho,8,4017.51,Dinheiro,
Emilly Almeida,Setembro,30,56585.12,Dinheiro,
Vicente Cavalcanti,Dezembro,38,20621.56,Cartão de Crédito,1
Samuel Pereira,Março,32,42952.96,PIX,
João Gabriel Monteiro,Outubro,3,1683.29,Dinheiro,
Vicente Cavalcanti,Janeiro,12,15624.68,PIX,
Sr. Bryan Nascimento,Fevereiro,30,37839.88,Dinheiro,
Sra. Elisa das Neves,Fevereiro,8,8356.58,Dinheiro,
Sarah Viana,Fevereiro,13,11827.42,Dinheiro,
Emilly Almeida,Julho,21,6920.02,Dinheiro,
Clarice Porto,Setembro,9,6399.19,Cartão de Crédito,1
Clarice Porto,Março,22,4842.67,PIX,
Vicente Cavalcanti,Julho,11,15652.58,Dinheiro,
Vicente Cavalcanti,Agosto,16,29740.54,Cartão de Crédito,2
Sra. Elisa das Neves,Novembro,40,32585.96,Cartão de Crédito,1
João Gabriel Monteiro,Agosto,6,672.39,Cartão de Crédito,1
Samuel Pereira,Novembro,38,67835.27,PIX,
Samuel Pereira,Agosto,45,15349.3,Cartão de Crédito,12
Nicolas Pereira,Setembro,29,25602.93,Cartão de Crédito,6
Samuel Pereira,Janeiro,39,17238.03,PIX,
Clarice Porto,Fevereiro,41,68483.07,PIX,
Antônio Carvalho,Julho,1,1159.65,Cartão de Crédito,1
Dra. Pietra Viana,Fevereiro,40,31504.5,Dinheiro,
Dra. Pietra Viana,Abril,30,46908.88,Dinheiro,
Sarah Viana,Maio,4,1872.26,Cartão de Crédito,12
Sr. Bryan Nascimento,Agosto,32,13920.49,Dinheiro,
João Gabriel Monteiro,Janeiro,4,5300.94,PIX,
Sarah Viana,Julho,17,12497.72,PIX,
Ana Sophia Araújo,Fevereiro,48,9584.04,Dinheiro,
Vicente Cavalcanti,Março,2,2043.23,Cartão de Crédito,1
João Gabriel Monteiro,Abril,47,44422.51,Dinheiro,
Antônio Carvalho,Julho,13,19753.04,PIX,
Sarah Viana,Fevereiro,21,11188.5,Cartão de Crédito,12
Enzo Santos,Abril,25,44839.84,Cartão de Crédito,4
Clarice Porto,Agosto,4,7167.72,Cartão de Crédito,2
João Gabriel Monteiro,Outubro,30,13149.46,PIX,
Vicente Cavalcanti,Agosto,47,22038.03,PIX,
Nicolas Pereira,Abril,22,7517.45,Dinheiro,
Clarice Porto,Janeiro,18,6468.35,PIX,
Alice da Paz,Julho,11,16991.1,Cartão de Crédito,3
Clarice Porto,Março,41,78320.02,Cartão de Crédito,6
Dra. Pietra Viana,Abril,6,5293.34,Dinheiro,
Alice da Paz,Abril,38,37985.91,PIX,
Nicolas Pereira,Janeiro,47,42930.26,Cartão de Crédito,2
Antônio Carvalho,Julho,38,19857.76,Dinheiro,
Vicente Cavalcanti,Outubro,1,893.77,Cartão de Crédito,1
Alice da Paz,Dezembro,50,52900.55,PIX,
Dra. Pietra Viana,Julho,31,50792.3,Dinheiro,
Sr. Bryan Nascimento,Fevereiro,29,30190.21,Cartão de Crédito,6
Dr. Davi Lucas da Rosa,Janeiro,45,67067.73,Cartão de Crédito,2
Antônio Carvalho,Maio,16,21288.26,Cartão de Crédito,1
Alice da Paz,Novembro,20,8148.51,PIX,
Sr. Bryan Nascimento,Outubro,48,58029.8,PIX,
Alice da Paz,Março,46,40028.5,PIX,
Emilly Almeida,Agosto,46,59959.36,Dinheiro,
Sra. Elisa das Neves,Julho,45,32963.47,Cartão de Crédito,3
Enzo Santos,Maio,45,85391.16,Dinheiro,
Clarice Porto,Abril,44,11168.18,PIX,
Samuel Pereira,Janeiro,33,62571.7,Dinheiro,
Antônio Carvalho,Janeiro,8,6620.92,PIX,
Clarice Porto,Janeiro,24,19109.34,Dinheiro,
Dra. Pietra Viana,Dezembro,5,5827.2,Cartão de Crédito,2
Antônio Carvalho,Abril,35,11051.59,PIX,
Samuel Pereira,Outubro,45,22437.38,Dinheiro,
Dr. Davi Lucas da Rosa,Abril,21,16173.2,PIX,
Dra. Pietra Viana,Novembro,28,17544.13,Cartão de Crédito,3
Antônio Carvalho,Agosto,32,33688.17,Cartão de Crédito,4
Samuel Pereira,Setembro,44,73401.69,PIX,
Alice da Paz,Outubro,24,38875.62,Dinheiro,
Dr. Davi Lucas da Rosa,Fevereiro,13,23330.01,PIX,
Sra. Elisa das Neves,Fevereiro,26,46958.53,PIX,
Sra. Elisa das Neves,Fevereiro,11,6867.2,Dinheiro,
Vicente Cavalcanti,Agosto,10,17624.87,Dinheiro,
Emilly Almeida,Janeiro,19,16936.97,Dinheiro,
Dra. Pietra Viana,Março,31,23520.64,PIX,
Samuel Pereira,Novembro,2,1307.76,Cartão de Crédito,1
Sr. Bryan Nascimento,Abril,34,45045.81,PIX,
Clarice Porto,Junho,42,55754.89,PIX,
Alice da Paz,Outubro,43,61233.75,Dinheiro,
Alice da Paz,Agosto,20,23555.56,PIX,
Vicente Cavalcanti,Maio,15,15300.93,PIX,
Dr. Davi Lucas da Rosa,Janeiro,10,7709.3,PIX,
Vicente Cavalcanti,Outubro,11,15976.87,PIX,
Vicente Cavalcanti,Março,46,65155.9,Dinheiro,
Dr. Davi Lucas da Rosa,Março,11,6072.22,Cartão de Crédito,3
Clarice Porto,Março,29,17248.44,Cartão de Crédito,2
Dra. Pietra Viana,Dezembro,3,4093.65,PIX,
Vicente Cavalcanti,Junho,29,32646.65,Cartão de Crédito,6
Nicolas Pereira,Fevereiro,2,1737.34,PIX,
Dr. Davi Lucas da Rosa,Março,30,55885.24,Cartão de Crédito,1
Samuel Pereira,Setembro,33,24071.3,Dinheiro,
Nicolas Pereira,Agosto,19,36902.76,Dinheiro,
Emilly Almeida,Março,37,54916.63,PIX,
Antônio Carvalho,Dezembro,8,11920.94,Cartão de Crédito,2
Emilly Almeida,Setembro,8,5482.85,PIX,
Clarice Porto,Abril,29,22592.38,PIX,
Ana Sophia Araújo,Outubro,42,19772.95,Dinheiro,
Sarah Viana,Maio,13,1856.95,Dinheiro,
Sr. Bryan Nascimento,Agosto,44,60542.23,Cartão de Crédito,6
Enzo Santos,Abril,32,22519.67,Dinheiro,
Dra. Pietra Viana,Janeiro,43,33799.0,Cartão de Crédito,12
Sr. Bryan Nascimento,Julho,24,20006.74,Cartão de Crédito,3
Antônio Carvalho,Junho,20,39145.9,Dinheiro,
Sra. Elisa das Neves,Abril,47,83980.98,Dinheiro,
Enzo Santos,Agosto,19,7812.83,Dinheiro,
João Gabriel Monteiro,Julho,47,84751.09,Cartão de Crédito,6
Clarice Porto,Fevereiro,10,4947.89,PIX,
Sr. Bryan Nascimento,Setembro,22,4963.64,Dinheiro,
Dr. Davi Lucas da Rosa,Julho,6,675.46,Dinheiro,
João Gabriel Monteiro,Maio,27,11672.01,PIX,
Samuel Pereira,Outubro,49,90074.59,Cartão de Crédito,2
Sr. Bryan Nascimento,Julho,19,21894.6,Cartão de Crédito,3
Sr. Bryan Nascimento,Outubro,20,20775.82,Dinheiro,
Alice da Paz,Abril,2,3206.63,Cartão de Crédito,3
Nicolas Pereira,Novembro,41,40910.96,Dinheiro,
Emilly Almeida,Maio,27,11901.8,Dinheiro,
Emilly Almeida,Abril,2,653.55,PIX,
Alice da Paz,Fevereiro,39,59146.41,Dinheiro,
Alice da Paz,Outubro,28,48996.0,Dinheiro,
Emilly Almeida,Agosto,45,74463.01,PIX,
Dra. Pietra Viana,Dezembro,37,4933.42,PIX,
Vicente Cavalcanti,Outubro,4,1510.64,PIX,
João Gabriel Monteiro,Dezembro,9,7011.29,Cartão de Crédito,3
Antônio Carvalho,Julho,41,75152.95,PIX,
Ana Sophia Araújo,Maio,19,21019.01,Cartão de Crédito,6
Sarah Viana,Novembro,12,18634.92,Dinheiro,
Dr. Davi Lucas da Rosa,Março,35,24953.36,PIX,
Sr. Bryan Nascimento,Novembro,20,12315.44,Dinheiro,
Samuel Pereira,Junho,7,7807.79,PIX,
Sr. Bryan Nascimento,Março,1,360.2,PIX,
Antônio Carvalho,Agosto,27,20158.06,Cartão de Crédito,1
Sarah Viana,Março,33,17163.82,Cartão de Crédito,6
Clarice Porto,Dezembro,34,58056.11,Dinheiro,
Dra. Pietra Viana,Dezembro,49,79620.22,PIX,
Alice da Paz,Fevereiro,8,13246.44,Cartão de Crédito,4
Antônio Carvalho,Maio,45,35499.61,PIX,
João Gabriel Monteiro,Outubro,34,52727.88,PIX,
Vicente Cavalcanti,Dezembro,20,3092.86,Cartão de Crédito,2
Vicente Cavalcanti,Dezembro,10,14072.9,PIX,
Vicente Cavalcanti,Abril,9,17676.97,PIX,
Samuel Pereira,Fevereiro,5,678.66,PIX,
Dr. Davi Lucas da Rosa,Julho,3,1419.2,Cartão de Crédito,12
Dra. Pietra Viana,Outubro,4,3965.03,PIX,
Ana Sophia Araújo,Fevereiro,20,27368.28,Cartão de Crédito,1
João Gabriel Monteiro,Outubro,14,17030.24,Cartão de Crédito,2
Emilly Almeida,Junho,2,544.96,Dinheiro,
Nicolas Pereira,Outubro,23,17691.28,Dinheiro,
Dr. Davi Lucas da Rosa,Dezembro,40,22378.51,Dinheiro,
Sra. Elisa das Neves,Fevereiro,38,58906.22,Dinheiro,
Sarah Viana,Dezembro,13,25117.32,Cartão de Crédito,6
Ana Sophia Araújo,Dezembro,7,12992.29,Dinheiro,
Sr. Bryan Nascimento,Dezembro,31,24684.67,Dinheiro,
Vicente Cavalcanti,Agosto,44,84467.71,Cartão de Crédito,3
Enzo Santos,Julho,14,15079.08,PIX,
Sra. Elisa das Neves,Junho,8,7881.71,Dinheiro,
Vicente Cavalcanti,Agosto,49,38532.42,PIX,
Dra. Pietra Viana,Dezembro,3,768.81,PIX,
Sra. Elisa das Neves,Julho,19,18395.74,Dinheiro,
Nicolas Pereira,Novembro,29,15345.63,PIX,
Nicolas Pereira,Julho,13,22462.31,PIX,
Emilly Almeida,Junho,12,1491.52,Dinheiro,
Alice da Paz,Novembro,7,5971.72,Dinheiro,
Emilly Almeida,Novembro,6,1959.08,PIX,
Enzo Santos,Dezembro,38,74380.62,Dinheiro,
João Gabriel Monteiro,Março,5,3955.24,Cartão de Crédito,3
Sarah Viana,Outubro,26,8664.45,PIX,
Samuel Pereira,Agosto,18,27956.74,Dinheiro,
Clarice Porto,Maio,49,78401.77,Dinheiro,
Enzo Santos,Junho,31,42367.28,PIX,
Alice da Paz,Setembro,18,6840.19,PIX,
Sra. Elisa das Neves,Fevereiro,17,17505.73,Cartão de Crédito,12
Vicente Cavalcanti,Janeiro,7,10512.72,Cartão de Crédito,4
Emilly Almeida,Janeiro,12,9924.03,Dinheiro,
Antônio Carvalho,Março,20,25634.74,Cartão de Crédito,1
Emilly Almeida,Setembro,50,51757.81,PIX,
Sarah Viana,Maio,43,44978.35,Dinheiro,
Nicolas Pereira,Setembro,22,36036.33,Dinheiro,
Dra. Pietra Viana,Janeiro,49,7841.82,PIX,
João Gabriel Monteiro,Fevereiro,25,23880.49,PIX,
Alice da Paz,Agosto,3,487.3,Dinheiro,
Emilly Almeida,Maio,46,18946.21,PIX,
Vicente Cavalcanti,Maio,46,38605.63,Cartão de Crédito,6
Emilly Almeida,Agosto,43,49544.14,Dinheiro,
Clarice Porto,Agosto,31,36216.84,Cartão de Crédito,6
Ana Sophia Araújo,Julho,17,17678.52,PIX,
Clarice Porto,Novembro,23,35794.77,PIX,
Antônio Carvalho,Janeiro,2,2443.76,Cartão de Crédito,3
Antônio Carvalho,Dezembro,38,5742.17,Dinheiro,
Antônio Carvalho,Julho,7,6394.37,PIX,
Enzo Santos,Junho,4,5425.42,Cartão de Crédito,2
Emilly Almeida,Maio,38,9932.79,Dinheiro,
Sra. Elisa das Neves,Maio,8,5931.43,Cartão de Crédito,6
Antônio Carvalho,Janeiro,30,40492.76,PIX,
Clarice Porto,Setembro,27,16377.55,Dinheiro,
Alice da Paz,Outubro,2,3945.91,PIX,
Clarice Porto,Julho,21,24944.29,PIX,
Sra. Elisa das Neves,Dezembro,44,21613.94,PIX,
Dra. Pietra Viana,Novembro,22,9165.02,PIX,
Antônio Carvalho,Julho,13,13574.71,Cartão de Crédito,6
Sarah Viana,Maio,17,3235.26,Dinheiro,
Enzo Santos,Abril,40,60459.49,Cartão de Crédito,12
Sr. Bryan Nascimento,Outubro,7,8571.8,PIX,
Sra. Elisa das Neves,Outubro,34,34102.34,Cartão de Crédito,3
Dr. Davi Lucas da Rosa,Fevereiro,42,69934.37,Dinheiro,
Dr. Davi Lucas da Rosa,Maio,28,38095.9,PIX,
Sarah Viana,Julho,26,15012.48,Dinheiro,
Alice da Paz,Novembro,49,55878.07,Cartão de Crédito,12
Samuel Pereira,Setembro,12,14352.03,Cartão de Crédito,12
Sr. Bryan Nascimento,Dezembro,30,18272.35,Dinheiro,
Dra. Pietra Viana,Outubro,50,91149.4,Dinheiro,
Samuel Pereira,Novembro,4,4369.25,PIX,
Alice da Paz,Março,16,6174.37,Dinheiro,
Dr. Davi Lucas da Rosa,Maio,28,24625.85,Cartão de Crédito,12
Sarah Viana,Julho,18,29970.91,Dinheiro,
Vicente Cavalcanti,Maio,44,54663.02,PIX,
Sarah Viana,Fevereiro,10,4646.4,Cartão de Crédito,3
Alice da Paz,Agosto,36,71404.45,PIX,
Emilly Almeida,Janeiro,13,5236.15,Cartão de Crédito,1
Nicolas Pereira,Maio,43,49292.69,Dinheiro,
Sr. Bryan Nascimento,Janeiro,47,48085.69,Cartão de Crédito,1
Sr. Bryan Nascimento,Fevereiro,21,26103.83,Cartão de Crédito,4
João Gabriel Monteiro,Junho,43,58012.08,Cartão de Crédito,4
Sr. Bryan Nascimento,Dezembro,9,4936.3,Dinheiro,
Samuel Pereira,Setembro,8,8733.75,Dinheiro,
Dr. Davi Lucas da Rosa,Setembro,17,17735.37,Cartão de Crédito,2
Clarice Porto,Fevereiro,50,81635.29,PIX,
Sr. Bryan Nascimento,Outubro,48,40363.5,Dinheiro,
Samuel Pereira,Abril,28,14398.05,Cartão de Crédito,2
Sarah Viana,Maio,29,25401.49,Dinheiro,
Ana Sophia Araújo,Agosto,35,28417.88,Cartão de Crédito,3
Dra. Pietra Viana,Julho,31,43313.29,PIX,
João Gabriel Monteiro,Março,24,24070.11,PIX,
Sr. Bryan Nascimento,Maio,2,2652.51,Dinheiro,
Ana Sophia Araújo,Dezembro,43,69573.51,Cartão de Crédito,12
João Gabriel Monteiro,Novembro,16,9290.68,PIX,
Nicolas Pereira,Novembro,45,35524.11,Dinheiro,
Sra. Elisa das Neves,Setembro,16,27672.47,PIX,
Ana Sophia Araújo,Julho,17,11418.69,Cartão de Crédito,3
Sarah Viana,Março,29,37687.53,Dinheiro,
Enzo Santos,Janeiro,18,31432.4,PIX,
Alice da Paz,Dezembro,27,50229.31,PIX,
Samuel Pereira,Julho,7,11664.53,Dinheiro,
Nicolas Pereira,Setembro,5,3842.64,Dinheiro,
Samuel Pereira,Setembro,48,34601.27,Dinheiro,
Ana Sophia Araújo,Janeiro,42,55399.08,Dinheiro,
Alice da Paz,Novembro,9,952.6,Cartão de Crédito,12
Nicolas Pereira,Junho,37,9480.91,Cartão de Crédito,2
Dra. Pietra Viana,Dezembro,50,83909.03,Cartão de Crédito,6
Emilly Almeida,Julho,21,20114.45,Dinheiro,
Vicente Cavalcanti,Maio,12,16874.24,PIX,
Dr. Davi Lucas da Rosa,Maio,13,3384.65,PIX,
Vicente Cavalcanti,Julho,25,47375.96,Dinheiro,
Sarah Viana,Janeiro,2,3707.83,Dinheiro,
Clarice Porto,Novembro,15,27345.08,PIX,
Sarah Viana,Maio,45,77331.54,Cartão de Crédito,4
Clarice Porto,Julho,39,23177.69,Cartão de Crédito,3
Vicente Cavalcanti,Outubro,8,1014.55,Dinheiro,
Enzo Santos,Agosto,44,45710.86,Cartão de Crédito,12
Sarah Viana,Abril,18,11648.3,PIX,
Enzo Santos,Março,28,48357.17,Dinheiro,
Sarah Viana,Maio,47,65172.95,PIX,
Vicente Cavalcanti,Julho,10,1546.69,PIX,
Sarah Viana,Outubro,29,52893.79,PIX,
Clarice Porto,Novembro,42,40761.5,Cartão de Crédito,4
Vicente Cavalcanti,Junho,45,38490.93,Cartão de Crédito,12
Enzo Santos,Dezembro,28,41960.74,PIX,
Sra. Elisa das Neves,Fevereiro,36,7618.66,PIX,
João Gabriel Monteiro,Abril,31,56594.54,Dinheiro,
Emilly Almeida,Outubro,46,69996.34,Cartão de Crédito,1
Nicolas Pereira,Setembro,40,32951.26,PIX,
Emilly Almeida,Junho,9,17453.79,Dinheiro,
Ana Sophia Araújo,Outubro,12,7134.65,Dinheiro,
Alice da Paz,Junho,30,10519.41,PIX,
Samuel Pereira,Setembro,28,10343.53,Cartão de Crédito,3
Ana Sophia Araújo,Março,32,56198.12,PIX,
Samuel Pereira,Junho,28,17851.64,PIX,
Clarice Porto,Maio,34,23620.47,Cartão de Crédito,3
Samuel Pereira,Agosto,49,93349.72,Dinheiro,
Sr. Bryan Nascimento,Novembro,41,66281.35,Cartão de Crédito,2
Vicente Cavalcanti,Janeiro,15,6719.53,PIX,
Nicolas Pereira,Março,46,45427.41,Cartão de Crédito,4
Ana Sophia Araújo,Agosto,23,45511.37,Dinheiro,
Alice da Paz,Agosto,32,10039.45,Dinheiro,
Sr. Bryan Nascimento,Março,8,6113.99,Cartão de Crédito,3
Vicente Cavalcanti,Março,48,51196.88,PIX,
Clarice Porto,Novembro,38,19135.0,Cartão de Crédito,6
Dr. Davi Lucas da Rosa,Outubro,12,10694.35,Cartão de Crédito,2
Dr. Davi Lucas da Rosa,Agosto,44,12283.92,PIX,
Ana Sophia Araújo,Maio,44,86439.56,Cartão de Crédito,4
Antônio Carvalho,Outubro,7,11831.8,Cartão de Crédito,1
Sra. Elisa das Neves,Agosto,46,62243.74,PIX,
Emilly Almeida,Maio,39,52658.27,PIX,
Ana Sophia Araújo,Novembro,40,76268.09,PIX,
Samuel Pereira,Dezembro,37,12791.21,Cartão de Crédito,12
Nicolas Pereira,Junho,4,6052.88,Dinheiro,
Clarice Porto,Julho,6,5146.99,Cartão de Crédito,2
Dr. Davi Lucas da Rosa,Julho,6,833.84,Cartão de Crédito,2
Enzo Santos,Julho,19,25262.76,Dinheiro,
Vicente Cavalcanti,Fevereiro,20,20652.11,PIX,
Samuel Pereira,Maio,44,54853.74,PIX,
Emilly Almeida,Fevereiro,24,25776.99,PIX,
Alice da Paz,Julho,31,18913.44,Dinheiro,
Enzo Santos,Fevereiro,49,44238.13,PIX,
Clarice Porto,Março,28,36352.51,Cartão de Crédito,1
Dra. Pietra Viana,Junho,30,41557.08,Dinheiro,
Emilly Almeida,Dezembro,10,18682.68,Dinheiro,
Emilly Almeida,Novembro,34,8824.47,PIX,
Enzo Santos,Fevereiro,31,20793.16,Cartão de Crédito,12
João Gabriel Monteiro,Maio,16,17502.0,PIX,
Clarice Porto,Janeiro,36,8834.82,Cartão de Crédito,6
Sra. Elisa das Neves,Setembro,28,24772.63,PIX,
Emilly Almeida,Dezembro,37,60841.58,PIX,
Nicolas Pereira,Outubro,6,9362.57,Cartão de Crédito,1
Samuel Pereira,Novembro,30,13234.48,Cartão de Crédito,4
Ana Sophia Araújo,Fevereiro,27,47677.55,PIX,
Antônio Carvalho,Outubro,47,45331.33,Dinheiro,
Alice da Paz,Outubro,17,12725.1,Cartão de Crédito,2
Vicente Cavalcanti,Fevereiro,48,94375.38,PIX,
Sr. Bryan Nascimento,Novembro,7,6469.53,Cartão de Crédito,1
Enzo Santos,Fevereiro,1,426.3,PIX,
Alice da Paz,Dezembro,26,45517.76,Dinheiro,
Clarice Porto,Dezembro,32,21610.24,Dinheiro,
Antônio Carvalho,Dezembro,44,84918.64,Dinheiro,
Enzo Santos,Maio,6,2026.02,Cartão de Crédito,2
Sra. Elisa das Neves,Janeiro,45,87479.49,Cartão de Crédito,2
Alice da Paz,Novembro,10,13345.06,PIX,
Sr. Bryan Nascimento,Novembro,35,16195.81,PIX,
Dr. Davi Lucas da Rosa,Agosto,10,10005.79,Cartão de Crédito,1
Vicente Cavalcanti,Março,48,68876.95,PIX,
Alice da Paz,Janeiro,29,35145.97,Cartão de Crédito,3
Clarice Porto,Julho,4,2937.26,Cartão de Crédito,12
Sr. Bryan Nascimento,Dezembro,28,54908.71,PIX,
Samuel Pereira,Outubro,39,58072.92,PIX,
Ana Sophia Araújo,Agosto,26,26613.39,Dinheiro,
Samuel Pereira,Outubro,44,80064.11,PIX,
Sarah Viana,Dezembro,4,4415.15,PIX,
Clarice Porto,Junho,36,7944.12,Dinheiro,
Enzo Santos,Agosto,8,8320.79,Dinheiro,
Antônio Carvalho,Agosto,45,41797.67,Cartão de Crédito,3
Samuel Pereira,Abril,31,23352.61,Cartão de Crédito,6
Sarah Viana,Outubro,44,32753.19,Dinheiro,
Sr. Bryan Nascimento,Dezembro,43,42573.78,PIX,
Samuel Pereira,Dezembro,25,48090.66,Dinheiro,
Emilly Almeida,Dezembro,24,38696.35,Cartão de Crédito,6
Sarah Viana,Maio,45,68561.24,Dinheiro,
Alice da Paz,Março,12,5748.24,Dinheiro,
Alice da Paz,Fevereiro,27,51078.71,PIX,
Nicolas Pereira,Abril,14,16211.69,Cartão de Crédito,3
João Gabriel Monteiro,Maio,23,31881.75,Cartão de Crédito,6
Ana Sophia Araújo,Fevereiro,22,20199.94,Dinheiro,
Sarah Viana,Fevereiro,36,18928.14,PIX,
Antônio Carvalho,Junho,50,9434.25,Dinheiro,
Nicolas Pereira,Março,45,79200.98,Dinheiro,
Emilly Almeida,Fevereiro,46,9006.89,PIX,
Dr. Davi Lucas da Rosa,Agosto,49,15227.66,Cartão de Crédito,6
Clarice Porto,Fevereiro,36,6470.71,Cartão de Crédito,2
Emilly Almeida,Fevereiro,14,25632.22,Cartão de Crédito,12
Nicolas Pereira,Dezembro,29,44884.25,PIX,
Samuel Pereira,Fevereiro,10,13294.77,PIX,
Sr. Bryan Nascimento,Março,8,13698.65,PIX,
Enzo Santos,Janeiro,16,26978.33,PIX,
Antônio Carvalho,Maio,33,14038.11,PIX,
Antônio Carvalho,Dezembro,49,43537.3,Dinheiro,
Emilly Almeida,Abril,10,15310.92,Dinheiro,
Enzo Santos,Abril,9,14610.24,PIX,
João Gabriel Monteiro,Julho,30,57254.91,Dinheiro,
Dr. Davi Lucas da Rosa,Novembro,24,45434.56,PIX,
Vicente Cavalcanti,Janeiro,46,75065.98,Cartão de Crédito,1
Antônio Carvalho,Junho,26,51108.08,Cartão de Crédito,4
Ana Sophia Araújo,Julho,49,8353.43,Dinheiro,
Vicente Cavalcanti,Outubro,4,7830.77,Dinheiro,
Dr. Davi Lucas da Rosa,Novembro,34,66233.91,PIX,
Enzo Santos,Novembro,45,51833.69,PIX,
Samuel Pereira,Dezembro,21,38378.31,Cartão de Crédito,3
João Gabriel Monteiro,Setembro,40,73954.24,Dinheiro,
Enzo Santos,Agosto,42,20569.66,Dinheiro,
Clarice Porto,Outubro,42,39483.08,PIX,
João Gabriel Monteiro,Novembro,26,40904.78,PIX,
Sra. Elisa das Neves,Janeiro,35,25743.78,Dinheiro,
Samuel Pereira,Dezembro,9,9800.03,Dinheiro,
Nicolas Pereira,Abril,6,6433.06,PIX,
Dra. Pietra Viana,Junho,49,64082.32,Cartão de Crédito,1
João Gabriel Monteiro,Setembro,38,22477.43,PIX,
Samuel Pereira,Julho,33,10224.71,Cartão de Crédito,3
Nicolas Pereira,Novembro,33,25525.48,Cartão de Crédito,12
